"Term","Category Code","Category Name","Example Tweet Text"
"huge blaze","T01","Caution, advice, warnings issued or lifted","Advice for travellers: Nairobi airport closes after huge blaze | News http://t.co/9NF1ouJkYo #travel #travelnews #Nairobi #Kenya"
"huge disaster","T01","Caution, advice, warnings issued or lifted","Huge disaster in India #uttarakhand surprised no news on @CNNLive  @BBCWorld   or any western news channel"
"huge earthquake","T01","Caution, advice, warnings issued or lifted","“@businessinsider: Satellite imagery shows Pakistan island that emerged after huge earthquake http://t.co/bGAvqHqbBT”"
"huge earthquake hits","T01","Caution, advice, warnings issued or lifted","RT @TIME: PHOTOS: New island forms after huge earthquake hits Pakistan | http://t.co/OPwDmgc80D"
"huge fire","T01","Caution, advice, warnings issued or lifted","@bowdowngomez # Huge fire forces Nairobi airport shutdown: 'Massive' fire has gutted parts of airport in the Kenyan capi...  @horanycalum"
"huge fire closes","T01","Caution, advice, warnings issued or lifted","Huge fire closes Nairobi's international airport http://t.co/og4dKVriTN"
"huge fire shuts","T01","Caution, advice, warnings issued or lifted","Huge Fire Shuts Down Nairobi's International Airport -   http://t.co/LqMvsI2JUT"
"huge flood","T01","Caution, advice, warnings issued or lifted","RT @diagochamorro: Wtf, heard about that huge flood and Toronto and shit.."
"huge quake","T01","Caution, advice, warnings issued or lifted","...old churches crumble as huge quake hits Southern Philippines. #PrayforVisayas. http://t.co/ZycWCRmIyo"
"hurricane-force winds","T01","Caution, advice, warnings issued or lifted","RT @gmanews: Hurricane-force winds hit UK and close in on Europe: BERLIN/LONDON -... http://t.co/5CZbWykFP2 #news #philippines"
"immediate danger","T01","Caution, advice, warnings issued or lifted","The fire in Colorado Springs has 32,000 evacuated. 2,800 homes are in IMMEDIATE danger! We need rain!,"
"in both north, south directions","T01","Caution, advice, warnings issued or lifted","RT @dailycamera: #FlagstaffFire: 228 acres burned, fire moving east in both north, south directions #boulder"
"in danger of devastating flood","T01","Caution, advice, warnings issued or lifted","5.5 mln ppl in #Afghanistan, #Tajikistan, #Uzbekistan in danger of devastating flood if Sarez dam bursts one day  http://t.co/vjeoVNw7Ws"
"in fiamme","T01","Caution, advice, warnings issued or lifted","@notiziedalmondo dal Mondo - Colorado in fiamme, 32.000 evacuati, minacciata Colorado Springs (ilarius) http://t.co/xdxLKx4g"
"info","T01","Caution, advice, warnings issued or lifted","RT @NoCORedCross: Info on how to use the Red Cross #safeandwell webpage: http://t.co/8z9bPZ6y #HighParkFire"
"info on","T01","Caution, advice, warnings issued or lifted","RT @NoCORedCross: Info on how to use the Red Cross #safeandwell webpage: http://t.co/8z9bPZ6y #HighParkFire"
"information center","T01","Caution, advice, warnings issued or lifted","RT @InteriorKE: An information center for departing passengers is being set up at the Domestic Terminals. #JKIAFire"
"information from twitter","T01","Caution, advice, warnings issued or lifted","It just shows you how powerful social media is these days as most news reports are information from twitter #clutha"
"information here","T01","Caution, advice, warnings issued or lifted","RT @abcwidebay: You'll find information here on the North Bundaberg Evacuation #bigwet http://t.co/U1MiUnmn"
"information map","T01","Caution, advice, warnings issued or lifted","RT @ryanlanclos: Monitor #boulderflood #COwx on #Esri Disaster Response Program public information map http://t.co/ThLO0H20OG"
"infrared imagery of #meteor","T01","Caution, advice, warnings issued or lifted","Sweet MT @EmilyWilmsen: @CSUEngineering scientists identify visible, infrared imagery of #meteor across Russia http://t.co/dglXT9Jq"
"injures others at lax airport","T01","Caution, advice, warnings issued or lifted","Gunman kills one and injures others at LAX airport in Los Angeles | World news http://t.co/2pA8Ng0ae5"
"inspected","T01","Caution, advice, warnings issued or lifted","RT @QPSmedia Do NOT remove road closed signs. Even if the water has subsided, it still needs to be inspected for your safety. #bigwet"
"intense flooding","T01","Caution, advice, warnings issued or lifted","Northeast Colorado residents are struggling with intense flooding as more rain is forecast for the region."
"intensifies","T01","Caution, advice, warnings issued or lifted","Wildfires reach Colorado Springs â€“ video: Raging wildfires in Colorado intensifies forcing 32,000 people to be e... http://t.co/pkGPTWY7"
"into panic","T01","Caution, advice, warnings issued or lifted","News of #bigelkmeadowsfire sent neighborhood/ local fire depts into panic - fire is unconfirmed per depts. just spoke to them-phone #cofire"
"inundates mountain","T01","Caution, advice, warnings issued or lifted","Hundreds of people are unaccounted for across the US state of Colorado as heavy flooding inundates mountain... http://t.co/41149VW5NI"
"is {Number} ridge away","T01","Caution, advice, warnings issued or lifted","The Flagstaff fire is one ridge away from entering Boulder. :(   http://t.co/oO8BGkgD"
"is getting much worse","T01","Caution, advice, warnings issued or lifted","RT @denverpostjoe: Lots of action in the newsroom. The #waldocanyonfire is getting much worse. #cofire"
"is in imminent danger","T01","Caution, advice, warnings issued or lifted","RT @gregstier: Northwestern Colorado Springs is in imminent danger from the wind-driven inferno. Please pray. Houses are burning &amp; t ..."
"is now {Number}% contained","T01","Caution, advice, warnings issued or lifted","Worst Colorado fire nears containment: The most destructive fire in Colorado's history is now 90% contained, off... http://t.co/wTkx5ndo"
"is now at {Number} acres","T01","Caution, advice, warnings issued or lifted","Pray for rain! RT @LarimerSheriff: #HighParkFire is now at 36,930 acres."
"is on fi","T01","Caution, advice, warnings issued or lifted","RT @SustainableWits: http://t.co/rrTe2zDN Burning Up: Colorado Wildfires and #ClimateChangeHuffington PostThe State of Colorado is on fi ..."
"is on fire","T01","Caution, advice, warnings issued or lifted","@BYEriley @BYEconnor @BYEbraiden @BYEthomas Please pray for my state. Colorado is on fire every where. We need rain!"
"is out of control","T01","Caution, advice, warnings issued or lifted","RT @candacedatz: Please keep praying for Colorado Springs - #WaldoCanyonFire is out of control. I'm at a loss for words.... #fb"
"island emerges after {Number}.{Number} magnitude earthquake","T01","Caution, advice, warnings issued or lifted","Daily Kos: Island emerges after 7.7 magnitude earthquake in Pakistan - http://t.co/Xz2rTgyr3i"
"islands destroyed after {Number}.{Number} quake triggers tsunami","T01","Caution, advice, warnings issued or lifted","RT @CBCAlerts: Reports say 3 villages in Solomon Islands destroyed after 8.0 quake triggers tsunami. Emergency Info B.C. says no imminen ..."
"islands destroyed by {Number}.{Number} quake","T01","Caution, advice, warnings issued or lifted","RT @MicahGrimes: BREAKING: @AFP: Villages in the Solomon Islands destroyed by 8.0 quake, hospital director says - @mpoppel"
"islands tsunami leaves {Number} dead","T01","Caution, advice, warnings issued or lifted","¨Solomon Islands tsunami leaves 9 dead http://t.co/iV6ZvPvA"
"it's going to be a long night aftershocks","T01","Caution, advice, warnings issued or lifted","guys if you read this please #PrayForVisayas it's going to be a long night aftershocks keep on coming, and getting stronger :(("
"it's not safe","T01","Caution, advice, warnings issued or lifted","RT @HumaneSociety: If you are evacuating #highparkfire, please don't forget your animals!! If it's not safe for you, it's not safe for them!"
"jolts","T01","Caution, advice, warnings issued or lifted","RT @japantimes: 7.2M quake jolts Philippines http://t.co/U2MJ09U5V6"
"jumped firefighters{SpecialChar}; perimeter","T01","Caution, advice, warnings issued or lifted","Boulder Colorado Fire: Boulder Colorado Fire, A stubborn and towering wildfire jumped firefighters&amp;#8217; perimeter... http://t.co/HB9EvJD6"
"jumps to {Number}","T01","Caution, advice, warnings issued or lifted","RT @abc13houston: UPDATE: Death toll in #Philippines quake jumps to 85  http://t.co/wpCJ7YPWoy #abc13"
"just hit","T01","Caution, advice, warnings issued or lifted","Sending my prayers to all those affected by 7.2 magnitude earthquake that just hit the Philippines."
"just in","T01","Caution, advice, warnings issued or lifted","RT @gmanews: JUST IN: Magnitude 7.2 earthquake: 2km south of Carmen and Nueva Vida Sur, Philippines. | via @NewEarthquake @USGS"
"keep safe everyone","T01","Caution, advice, warnings issued or lifted","ayan na namn yung aftershocks.. keep safe everyone!!! God bless us all.. #PrayForVisayas #PrayForCebu http://t.co/3kb3zyS2B1"
"killer","T01","Caution, advice, warnings issued or lifted","#googlenews PM Update: Clear, cold into Wednesday; killer cyclone Cleopatra in Sardinia - Washington Post (blog) http://t.co/H0Pf6yBFzk"
"killer earthquake","T01","Caution, advice, warnings issued or lifted","Is Global Warming to Blame for the Killer Earthquake in the Philippines?: Greener IdealGlobal... http://t.co/YU4gS4Dd4g #GlobalWarming"
"killer earthquakes that struck","T01","Caution, advice, warnings issued or lifted","http://t.co/ohZH85Te Double quake highlights Italy's seismic perils: Two killer earthquakes that struck northeas... http://t.co/wwJtDS47"
"killer floods","T01","Caution, advice, warnings issued or lifted","RT @billmckibben: Killer floods as Sardinia receives half its annual rainfall in a day. Insane http://t.co/85I6K1ZQYf"
"killer floods triggered","T01","Caution, advice, warnings issued or lifted","Kedarnath temple compound damaged due to flood; report says 50 pilgrims dead: The killer floods triggered by t... http://t.co/4pWJ4nX2jd"
"killer smog","T01","Caution, advice, warnings issued or lifted","RT @m_hollett: Heat wave in Alaska, floods in Alberta, killer smog in Singapore, yeah, this global warning stuff is crap. Let's laugh at pl…"
"kills","T01","Caution, advice, warnings issued or lifted","News: Major quake shakes central Philippines, kills 20 http://t.co/HdpKFaVMg0 #jamaica #reggae"
"landslides","T01","Caution, advice, warnings issued or lifted","Death toll from weekend flooding, landslides passes 100 - Pakistan Daily Times http://t.co/RlxUUwqFFm"
"landslides threaten","T01","Caution, advice, warnings issued or lifted","Typhoon Bopha not finished yet: Heavy rains, flooding and landslides threaten the Philippines. http://t.co/ogss5WQc"
"landslides triggered by heavy #rains","T01","Caution, advice, warnings issued or lifted","RT @airnewsalerts: #Uttarakhand: Toll reaches to 102 in #flood &amp; landslides triggered by heavy #rains."
"lapd confirmed they shot the suspect","T01","Caution, advice, warnings issued or lifted","RT @LAWeekly: #LAX Update: LAPD confirmed they shot the suspect http://t.co/STp7covera"
"large {Number}.{Number} magnitude #earthquake","T01","Caution, advice, warnings issued or lifted","RT @EXOffical_: NOW: Church and roads impacted by large 7.2 magnitude #earthquake in #Bohol #Philippines Tuesday. 4 dead. http://t.co/CUzVD…"
"large #earthquake","T01","Caution, advice, warnings issued or lifted","RT @SavetheChildren: Large #earthquake strikes #Philippines, our aid workers are ready to respond if needed: http://t.co/E8JSI1rzSn"
"large #earthquake strikes","T01","Caution, advice, warnings issued or lifted","RT @SavetheChildren: Large #earthquake strikes #Philippines, our aid workers are ready to respond if needed: http://t.co/E8JSI1rzSn"
"large blaze","T01","Caution, advice, warnings issued or lifted","Nairobi Airport Fire: Large Blaze Closes Jomo Kenyatta International"
"large explosion reported at fertilizer plant","T01","Caution, advice, warnings issued or lifted","RT @BreakingNews: Large explosion reported at fertilizer plant near Waco, Texas - @CBSDFW http://t.co/xOIyCyuxFD"
"large fire","T01","Caution, advice, warnings issued or lifted","RT @smh: More than 40 cars have been destroyed in a large fire in #Sydney's Olympic Park. http://t.co/UBpJIsU1sR"
"large fire rages","T01","Caution, advice, warnings issued or lifted","RT @AP: Large fire rages at Nairobi international airport; flights rerouted from Kenyan capital: http://t.co/7Oo8ifNCUG - VW"
"large fire shuts","T01","Caution, advice, warnings issued or lifted","RT @wsjafrica: Large Fire Shuts Down Kenya Airport http://t.co/sx67Zb5GCW"
